"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,16,0,5,0,7,11,31,12
"ASV_923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV_925",0,0,70,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2,6,8,3,3,11,1,13,3,9,8,12,4,10
"ASV_929",0,0,6,1,1,0,0,4,0,4,10,1,0,4,0,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,49,0,0,0,0,0,0,13,0,0,0,0
"ASV_931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,1,0,24,0,11,0,9,13,0,7
"ASV_932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,45,0,45
"ASV_934",2,6,0,5,0,0,0,0,4,0,0,0,0,4,0,7,3,13,2,0,10,5,0,0,0,5,15,0,0,0,5,0,0,0,0
"ASV_935",0,0,0,0,0,0,35,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_936",0,0,0,0,0,0,8,0,0,6,0,0,4,0,0,0,0,0,0,29,0,0,0,0,13,7,0,0,11,0,0,0,0,0,0
"ASV_937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,16,0,0,0,0,0,18,0,0,11,0,9,0
"ASV_939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,23,8,0,0,0,0,0,0,0,8,0,8,4
"ASV_941",0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_942",0,9,0,0,11,0,0,12,0,0,12,5,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0
"ASV_943",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"ASV_945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,7,0,0,14,14,0,0,17,0,0,0,0,0
"ASV_946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,21,0,19,0,21,13
"ASV_952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,8,5,0,66,0,0,0,8,0,0,0
"ASV_953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,17,19,0,0,0,10,0
"ASV_956",3,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,7,13,0,0,0,0,0,9,1,25,19,0,2
"ASV_961",0,8,13,13,5,0,22,0,8,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,19,22,0,0,13,0,0,15,0,0
"ASV_965",0,0,3,0,0,2,13,0,10,0,0,0,2,0,2,2,0,3,3,0,5,0,0,5,0,0,7,0,4,9,0,0,0,3,0
"ASV_966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,7,0,0,0,0,0,0
"ASV_968",9,0,1,0,4,3,12,4,14,0,5,2,6,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0
"ASV_972",6,0,0,3,0,0,0,0,0,0,0,0,0,64,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,7,27,8,5,7,0,0,3,0
"ASV_977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,2,11,14,12,2,0,0,11,0,6,11,0,0,7
"ASV_978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,10,11,4,19,0,0,0,13,0
"ASV_979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,22,0,13,0,6,0,0,18
"ASV_980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASV_982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,7,1,0,6,4,4,24,6,3,5,7,11,13,0
"ASV_983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,8,0,6,27,0,2,7,0,5,0,0,0
"ASV_987",35,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_988",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,2,13,7,0,0,14,4,0,0,11,0,0,10,14,0,7
"ASV_990",0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,38,0,0,0,0,0,0,0,0
"ASV_991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,2,12,7,19,6,0,14
"ASV_992",0,0,0,0,9,0,0,0,4,0,7,12,0,8,0,0,0,0,0,0,0,17,0,6,14,4,0,0,0,6,0,0,0,0,0
"ASV_997",0,0,0,0,0,0,6,1,1,1,1,2,1,0,0,5,0,0,0,0,4,6,0,0,0,7,6,0,0,3,0,0,8,5,2
"ASV_998",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,61,0,0,0,0,0,0
"ASV_999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,11,17,17,0,0,0,0,0,3,0,0,0,0
"ASV_1002",20,12,20,44,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1003",9,0,4,0,3,0,3,8,8,3,10,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,19,20,0,0,0,4,0,2,0,0,0,0
"ASV_1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,0,16,21,0,13,0,0,0,0
"ASV_1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,4,0,0,0,0,0
"ASV_1011",0,9,1,0,0,0,0,11,7,0,7,3,0,0,0,0,4,0,11,5,1,0,4,0,0,1,2,0,2,3,0,0,4,0,0
"ASV_1015",0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,13,0,7,0,0,0,2,6,9,0,0
"ASV_1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,5,1,7,0,16,0,3,2,7,6,1,14,9
"ASV_1018",5,0,0,0,34,14,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19,17,0,9,1,0,6,0,0,8
"ASV_1020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0
"ASV_1022",0,0,0,10,0,0,19,4,29,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,12,13,0,0,27,3,0,6,6,0
"ASV_1025",0,0,20,14,0,0,0,16,4,0,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,40,0,0,0,0,0,0,31,0
"ASV_1029",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,2,0,0,0,0,22,2,19,0,0,0,4,9,6,1,0
"ASV_1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,15,0,0,0,0,23,0,0,0,0,0,0,16,0,0
"ASV_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,7,4,0,0,5,12,5,1,9,0,3,0,8,0
"ASV_1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,22,0,0,0,13,0,12
"ASV_1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,6,0,3,14,0,1,3,1,0
"ASV_1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,2,0,0,8,0,10,19,0,11,0,19,0
"ASV_1041",0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,7,0,0,0,0,6,13,0,0,8,15,12,11
"ASV_1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,8,1,0,0,0,0,10,0,1,2,0,0,2
"ASV_1047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,8,0,0,29,0,0,0,0,0
"ASV_1048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,11,10,24,0,9,0,0,8,0,0,0,0
"ASV_1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,26,0,13,0,0,0,0,20,0,9,0,4,0,0
"ASV_1050",53,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV_1051",0,4,1,6,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,0,0,0,0,12,0,11,0,0
"ASV_1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,4,0,4,0,8,17,8,10,9
"ASV_1054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,4,0,0,0,0,0,0
"ASV_1058",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,16,0,0,0,13,0,31,1,0,0,0
"ASV_1059",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,7,0,0,10,26,6,0,2,0,0
"ASV_1062",0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,10,0,8,4,0,0,14,10,0,0,0,0,3,11,0,0
"ASV_1063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,1,4,0,2,0,0,2,0,6,5,3,0,7
"ASV_1065",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,36,0,0,0,0,10,0,11,0,0,0,7
"ASV_1066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,0,15,12,4,13,0,3,0
"ASV_1067",0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,16,0,0,0,3,0,2,9,0,0,5
"ASV_1069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,0,3,0,1,3,15,9,7,5,5,4,5,0
"ASV_1074",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,6,0,0,0,31,0,0,0,0,0,8,0,0,21,0,0
"ASV_1075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,31,12,0,0,14,0
"ASV_1079",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"ASV_1080",13,0,8,11,0,0,0,0,18,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1083",0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,16,0
"ASV_1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,8,0,0,13,0,0,0,0,0,0,0,0,15
"ASV_1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,7,15,0,0,8,0,10,0,11,7,0,0,4
"ASV_1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,23,0,0,0,0,0,0,0,0,0,0
"ASV_1090",0,5,8,0,7,0,11,0,10,1,7,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1094",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,19
"ASV_1095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,18,6,0,0,3,0,9,2,4,9,12,0,0
"ASV_1096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,45,0,0,0,0,0,0
"ASV_1100",20,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5
"ASV_1102",0,0,0,0,8,0,1,13,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0
"ASV_1103",0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,23,4,0,0,2,0,0,0,0,0,0,2,0,2,27,0,0,4
"ASV_1108",11,0,5,1,11,0,5,2,8,1,0,0,1,4,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_1109",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,33,0,0,11,5,1,0
"ASV_1111",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"ASV_1112",0,8,3,2,0,0,3,3,5,0,4,7,0,0,10,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1113",0,0,35,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ASV_1114",0,0,9,0,0,0,18,0,5,0,17,0,2,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1115",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15
"ASV_1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,17,6,4,3,0,4,0,9,5
"ASV_1123",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1126",0,9,2,0,5,0,0,0,3,5,0,16,0,7,1,0,0,0,0,0,0,0,5,4,8,0,8,0,4,0,0,5,0,0,0
"ASV_1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,8,0,12,18,0,0,0,7,0,0,6,3,0,0
"ASV_1128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,9,15,11,3,0,0,10,0,0,0,7,0,8
"ASV_1130",0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,11,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV_1131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,5,0,1,0,15,12,13,18,5
"ASV_1132",0,7,12,0,6,0,13,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,6,0,9,8,0,0,0,5,0,0,3,0,0,0
"ASV_1134",0,0,0,0,0,13,0,23,24,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0,5,2,4,5,4,0,0,3,4,0,0,0,17
"ASV_1140",7,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,3,0,10,0,0,11,0,6,0,0,6,0,0,1,0,0
"ASV_1141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,29,0,0,0,0,41,0
"ASV_1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_1147",0,26,0,14,0,0,8,0,10,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ASV_1149",17,0,0,10,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,18,0,0,0,0,0,0
"ASV_1150",2,7,7,2,2,16,0,6,11,6,0,12,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1151",0,10,14,0,0,0,20,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_1152",0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,15,9,3,11,0,0,17,0,0,6,0,0,0,0,0,0,5
"ASV_1156",80,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1157",0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,26,0,0,0,0
"ASV_1159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,2,0,0,10,0,14,6,9,2,8,0,0
"ASV_1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,0,14,21,5,10,0,3,8,0,7,0,0,0
"ASV_1161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,5,3,0,0,0,6,8,0,7,3
"ASV_1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,0,0,0,9,0,5,0,0,3,0,13,0
"ASV_1163",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,2,7,0,2,0,0,0,3,11,1,0,0,12,9,15
"ASV_1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,21,0,0,0,0,9,0,12,0
"ASV_1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,9,0,4,0,6,15,4
"ASV_1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,20,4,0,14,0,0,0,13,0,8,6,2,0,2
"ASV_1173",48,0,4,20,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1174",0,0,0,11,0,0,24,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,3,11,10,21,0,7,4
"ASV_1176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,12,1,6,2,8,0,0,7,9,0,0,0,3
"ASV_1177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,6,0,0,15,0,15,8,16,0,0,0,0
"ASV_1186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_1189",0,0,0,0,16,0,0,0,15,0,8,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1190",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,12,2,0,0,0,0,16,22,5,0,0
"ASV_1191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,13,0,0,0,2,0,0,21,0,0
"ASV_1192",32,0,5,3,4,0,9,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,25,0,0,0,19,0
"ASV_1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,3,2,0,8,14,0,11,1
"ASV_1195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,3
"ASV_1198",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,14,0,0,2,0,0,0
"ASV_1199",0,0,6,9,4,0,0,2,9,2,12,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1208",18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,0,0,0
"ASV_1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0
"ASV_1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_1212",23,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,18,9,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,8,0,0,2,0,0,0,0,0,0,0,13,0,0,7
"ASV_1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
"ASV_1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_1220",0,0,3,0,0,0,0,7,7,0,8,0,0,0,0,0,0,0,1,20,10,0,2,5,0,2,5,0,0,0,0,6,0,0,0
"ASV_1221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,8,7,0,0,0,0,10,0,0,0,0,0,8
"ASV_1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_1229",5,0,13,0,0,0,0,0,0,19,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1230",9,0,0,2,7,0,3,0,0,1,8,1,0,0,4,6,1,0,4,8,16,1,0,0,0,0,6,0,0,0,0,0,0,0,0
"ASV_1231",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV_1232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,4,1,0,2,9,0,6,1,1,0
"ASV_1237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,4,0,11,0,12,0
"ASV_1241",41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,5,0
"ASV_1242",8,0,4,0,0,0,0,0,4,0,0,0,0,1,10,1,0,0,0,0,0,0,0,19,0,0,0,0,9,0,0,0,0,0,12
"ASV_1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1246",0,5,1,0,0,4,9,0,21,0,0,0,5,0,2,0,0,0,0,4,0,0,0,0,3,6,0,6,3,6,0,0,0,0,0
"ASV_1247",0,0,0,21,0,0,0,2,15,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1248",0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1254",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,9,0,0,0,13,0,3,7,0,3,20
"ASV_1255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,12,0,0,16,0,0,0
"ASV_1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,12,12,0,0,0,5,0,0,7,0,0,0
"ASV_1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,2,0,6
"ASV_1265",17,5,0,4,6,0,0,8,6,3,1,1,0,1,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1266",0,0,0,0,2,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,10,16,0,8,0,0,0,0,4,0,9,0,0,0,0
