"","o1_xgl_root_1","o1_xgl_root_2","o1_xgl_root_3","o1_xgl_soil_1","o1_xgl_soil_2","o1_xgl_soil_3","o2_xgl_root_1","o2_xgl_root_2","o2_xgl_root_3","o2_xgl_soil_1","o2_xgl_soil_2","o2_xgl_soil_3","s1_xgl_root_1","s1_xgl_root_2","s1_xgl_root_3","s1_xgl_soil_1","s1_xgl_soil_2","s1_xgl_soil_3","s2_xgl_root_1","s2_xgl_root_2","s2_xgl_root_3","s2_xgl_soil_1","s2_xgl_soil_2","s2_xgl_soil_3","XF1_1","XF1_2","XF1_3","XF2_1","XF2_2","XF2_3"
"ASV_179",0,0,0,0,9,8,0,0,0,0,0,0,0,17,15,29,13,12,33,81,155,12,0,120,385,183,123,0,0,1
"ASV_180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,121,33,272,287,287
"ASV_181",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,63,55,32,7,0,12,163,181,673,0,0,0,0,0,0
"ASV_182",0,0,0,0,0,0,0,8,0,1123,0,0,0,0,0,25,0,0,0,0,0,24,0,0,0,0,0,0,0,0
"ASV_183",0,0,354,352,145,0,0,0,0,0,0,0,241,63,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"ASV_184",0,0,0,34,0,0,123,437,35,428,0,58,9,0,0,0,0,0,19,21,6,0,0,8,0,0,0,0,0,0
"ASV_185",0,0,138,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_186",0,0,0,50,106,475,0,0,0,70,0,65,0,0,0,31,22,26,0,0,0,42,33,143,0,0,0,35,21,35
"ASV_187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,21,0,0,0,86,27,367,178,62,19,92,67,112
"ASV_188",0,0,0,0,0,4,0,74,0,492,0,0,0,0,0,0,0,0,182,10,135,36,22,166,0,0,0,0,0,0
"ASV_189",0,0,0,0,0,0,0,0,10,0,0,827,0,0,0,12,126,0,58,0,17,12,30,13,0,0,0,0,0,0
"ASV_190",0,0,0,104,70,105,0,0,0,0,0,0,0,0,0,12,13,0,9,0,0,54,70,289,0,0,0,118,121,127
"ASV_191",0,0,0,0,58,33,0,0,0,59,864,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_192",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,152,174,107,0,7,0,78,50,487,0,0,0,0,0,0
"ASV_193",0,0,0,0,0,0,0,8,0,926,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,118,59,30,356,227,266
"ASV_195",0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_196",0,0,0,0,0,11,0,0,0,0,0,0,147,14,89,0,10,0,137,170,347,53,20,61,0,0,0,0,0,0
"ASV_197",7,9,4,0,0,0,177,83,14,0,0,0,15,1,17,11,0,0,101,92,131,18,13,70,0,0,0,95,63,132
"ASV_198",0,0,0,0,0,0,0,0,311,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_199",0,0,0,93,0,0,43,0,79,0,0,518,0,16,12,0,5,0,52,44,97,63,12,14,0,0,0,0,0,0
"ASV_200",0,0,0,35,14,0,0,0,0,174,615,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,48,0,0,0,42,70,235,173,81,32,64,62,131
"ASV_202",0,0,0,0,7,97,0,11,14,23,878,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,255,38,21,187,231,292
"ASV_204",0,0,9,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,27,76,0,0,0,16,65,576,0,0,0,32,26,69
"ASV_206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,210,0,0,0,0,0,0,0,0,0,0,0,208,275,262
"ASV_207",0,0,0,0,0,0,49,16,12,93,97,10,9,15,0,115,134,79,31,13,25,103,60,152,0,0,0,0,0,0
"ASV_208",0,0,0,0,0,0,0,0,0,33,317,0,0,0,0,98,98,69,0,0,0,23,220,152,0,0,0,0,0,0
"ASV_209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,69,313,171,60,103,126,152
"ASV_210",0,0,37,0,65,0,49,97,0,221,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,34
"ASV_211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,546,0,35,57,0,0,0,0,0,0,0
"ASV_212",231,0,618,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,10,0,0,0,0,0,0
"ASV_213",0,0,0,0,0,0,0,0,0,713,128,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_214",0,8,0,0,0,0,0,85,224,0,0,0,0,19,0,0,0,0,9,43,26,478,9,75,0,0,0,0,0,0
"ASV_215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,368,372
"ASV_216",11,0,9,22,129,105,3,0,0,130,493,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_217",0,0,0,0,0,0,0,113,196,14,0,0,0,0,0,0,0,0,80,106,87,335,0,29,0,0,0,0,0,0
"ASV_218",0,0,13,0,0,0,0,0,15,0,0,922,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV_219",0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,101,0,15,0,7,0,589,0,12,67,0,21,25,0,25
"ASV_220",0,0,0,0,0,0,24,15,10,258,558,67,0,0,0,6,0,10,0,0,0,0,0,7,0,0,0,0,0,0
"ASV_221",0,0,0,13,7,0,0,0,0,22,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_222",124,218,49,0,41,43,0,0,0,0,0,0,29,124,93,12,10,0,23,15,47,0,0,0,45,0,0,46,0,31
"ASV_223",0,0,0,0,0,0,51,47,135,192,0,400,0,0,0,0,40,0,48,0,15,0,0,21,0,0,0,0,0,0
"ASV_224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,149,79,23,187,222,280
"ASV_225",0,0,0,0,0,0,0,0,0,0,0,0,51,95,254,0,0,0,64,0,484,0,0,0,0,0,0,0,0,0
"ASV_226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,16,0,0,0,9,7,183,85,40,22,153,173,227
"ASV_227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,49,45,151,109,275
"ASV_228",181,149,0,0,0,0,0,0,0,0,0,0,45,50,17,0,0,0,63,52,355,0,20,0,0,0,0,0,0,0
"ASV_229",0,0,0,0,114,77,0,0,0,199,155,74,25,0,0,0,0,0,29,0,53,52,0,148,0,0,0,0,0,0
"ASV_230",0,0,25,11,63,14,0,0,0,62,627,29,0,0,10,0,0,0,0,0,0,0,0,19,0,0,0,18,13,28
"ASV_231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,182,40,99,140,160
"ASV_232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,119,32,164,182,220
"ASV_233",0,0,0,0,36,121,0,0,0,147,473,46,0,0,0,0,0,0,0,0,0,0,52,34,0,0,0,0,0,0
"ASV_234",0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,109,119,115,0,9,7,37,43,228,86,51,18,0,8,8
"ASV_235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0
"ASV_236",0,0,499,0,31,0,0,0,0,0,0,0,14,0,22,0,0,0,163,24,92,21,17,6,0,0,0,0,0,0
"ASV_237",0,0,0,0,0,0,0,0,0,0,875,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,189,477
"ASV_239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,282,411
"ASV_240",0,0,0,0,0,0,0,76,15,717,0,54,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"ASV_241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,343,37,0,433,0,0,0,0,0,0
"ASV_242",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,393,191,46,48,108,69
"ASV_243",0,0,16,0,0,0,0,0,9,26,626,29,0,0,0,0,0,0,50,14,95,0,0,18,0,0,0,0,0,0
"ASV_244",0,0,0,0,0,0,159,269,274,45,0,79,0,0,0,0,0,0,0,0,26,0,0,31,0,0,0,0,0,0
"ASV_245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,283,147,40,106,147,117
"ASV_246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,20,19,202,246,263
"ASV_247",0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,445,373,17,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,109,102,0,0,0,82,65,384,0,0,0,0,0,19
"ASV_249",0,0,0,0,0,0,0,0,0,56,793,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_250",0,0,0,19,12,16,0,0,0,33,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,125,17,0,37,95,308,227,0,0,0,0,0,0
"ASV_252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,148,131,0,0,3,56,34,221,0,0,0,0,12,20
"ASV_253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,137,73,0,160,161,290
"ASV_254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,33,41,178,252,230
"ASV_255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,85,45,151,193,222
"ASV_256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,9,217,239,310
"ASV_257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,34,22,194,223,288
"ASV_258",0,5,6,0,0,0,13,136,0,31,0,0,83,18,160,56,45,35,45,83,43,13,13,41,0,0,0,7,0,0
"ASV_259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,56,30,168,233,238
"ASV_260",0,0,0,0,0,0,45,53,0,0,0,0,109,66,76,25,31,28,45,60,103,0,0,38,14,0,0,47,46,39
"ASV_261",0,0,0,0,0,0,38,46,55,484,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,286,138,69,71,102,113
"ASV_263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,44,11,199,229,236
"ASV_264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,108,21,128,161,207
"ASV_265",0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,89,0,149,217,238
"ASV_266",0,0,0,17,39,0,0,0,0,630,75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,270,65,15,38,13
"ASV_268",0,0,22,0,0,0,0,0,0,0,0,0,40,179,214,0,0,0,68,144,129,0,0,0,0,0,0,0,0,0
"ASV_269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,410,0,28,0,132,19,10,52,0,0,0,0,0,0
"ASV_270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,56,53,13,181,192,263
"ASV_271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,120,45,122,149,170
"ASV_272",0,0,36,0,0,0,78,115,0,0,37,0,19,34,30,17,0,0,101,93,217,0,13,0,0,0,0,0,0,0
"ASV_273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,61,57,0,0,0,9,0,22,44,25,14,157,142,184
"ASV_274",0,0,7,84,119,191,0,0,0,188,72,41,0,0,0,0,8,0,0,0,0,16,4,58,0,0,0,0,0,0
"ASV_275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,115,46,87,147,149
"ASV_276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,371,73,58,72,102,89
"ASV_277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,133,75,23,117,178,232
"ASV_278",0,0,0,39,27,19,0,0,0,538,0,40,0,0,0,0,0,0,0,0,0,0,12,61,0,0,0,0,15,29
"ASV_279",43,16,173,21,43,32,7,4,18,0,0,0,13,20,21,28,35,13,31,58,59,24,8,40,0,0,0,25,22,25
"ASV_280",199,0,41,0,0,0,0,82,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_281",12,0,0,0,0,17,0,119,0,67,0,0,0,0,0,56,53,0,19,15,37,30,55,292,0,0,0,0,0,0
"ASV_282",0,0,0,39,47,95,0,0,0,291,177,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_283",11,20,17,19,94,43,49,46,9,143,107,71,0,0,0,0,0,0,0,0,19,11,0,105,0,0,0,0,0,0
"ASV_284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,49,0,0,598,0,0,0,22,24,43
"ASV_285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,49,44,0,0,0,10,20,206,123,46,21,47,66,65
"ASV_286",0,0,400,31,64,40,22,0,0,0,0,0,19,0,91,0,13,0,19,0,23,0,0,22,0,0,0,0,0,15
"ASV_287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,152,67,0,128,194,208
"ASV_288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,100,35,106,139,200
"ASV_289",0,0,0,0,0,0,125,543,0,44,0,0,0,0,0,0,0,0,0,7,27,0,0,4,0,0,0,0,0,0
"ASV_290",0,0,0,52,43,58,0,0,0,147,335,59,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
"ASV_291",0,0,0,0,58,54,0,0,0,185,92,68,0,0,0,0,32,10,0,0,0,56,0,194,0,0,0,0,0,0
"ASV_292",0,0,0,0,0,0,0,0,0,101,49,0,0,0,0,32,56,45,0,0,0,48,82,334,0,0,0,0,0,0
"ASV_293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40,12,157,193,234
"ASV_294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,27,0,29,163,97,29,89,119,131
"ASV_295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,53,13,163,167,229
"ASV_296",0,62,25,79,58,6,6,78,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123,76,30,146,181,172
"ASV_298",0,0,104,0,5,12,0,87,40,0,0,21,28,56,159,0,0,0,24,32,131,0,0,22,0,14,0,0,0,0
"ASV_299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,44,0,0,0,0,0,0,0,327,219,91,0,0,0
"ASV_300",0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,135,45,33,137,157,191
"ASV_301",0,0,0,47,63,36,0,0,0,90,0,52,0,0,13,75,91,64,23,0,0,15,21,138,0,0,0,0,0,0
"ASV_302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,66,32,10,162,214,228
"ASV_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,67,0,169,170,192
"ASV_304",0,0,0,0,0,0,0,0,0,0,0,0,0,87,33,0,0,0,0,0,0,0,0,0,99,91,62,101,102,135
"ASV_305",0,0,0,0,0,0,13,564,19,54,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
"ASV_306",93,70,0,0,0,0,18,0,0,0,0,0,50,47,48,0,0,0,49,61,193,0,77,0,0,0,0,0,0,0
"ASV_307",0,0,36,65,134,140,0,0,0,53,265,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_308",30,9,212,14,0,21,0,0,0,0,0,0,28,42,66,0,0,0,16,34,82,16,0,0,0,0,0,31,34,67
"ASV_309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,180,248,205
"ASV_310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,636,0,45,0,0,0,0,0,0
"ASV_311",0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,81,117,44,0,0,0,22,0,381,0,0,0,0,0,0
"ASV_312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,331,101,0,0,0,0,0,88,0,0,0,0,0,0
"ASV_313",0,0,0,0,6,0,0,0,0,0,0,0,0,32,13,8,0,0,66,117,346,37,10,50,0,0,0,0,0,0
"ASV_314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,77,14,130,142,194
"ASV_315",15,7,12,0,16,69,101,168,24,163,0,8,0,0,0,0,0,0,0,0,0,0,0,49,41,0,0,0,0,0
"ASV_316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,83,135,7,0,0,133,131,132
"ASV_317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,78,32,12,145,139,263
"ASV_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0
"ASV_319",0,0,597,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_320",0,0,41,0,16,7,79,0,38,0,0,454,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,31,0,0,0,0,0,0,0,0,0,181,121,254
"ASV_322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,238,278
"ASV_323",135,0,119,0,0,0,68,144,0,0,0,0,0,0,0,0,0,0,38,29,52,35,0,30,0,0,0,0,0,0
"ASV_324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,125,71,9,100,189,124
"ASV_325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,243,270
"ASV_326",194,0,266,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,51,0,0,0,0,0,0
"ASV_327",35,14,0,22,0,283,0,0,0,41,0,0,0,0,0,0,0,0,55,33,36,72,20,35,0,0,0,0,0,0
"ASV_328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,184,146,71,45,111,75
"ASV_329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,93,0,127,156,139
"ASV_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,45,18,110,95,153
"ASV_331",0,0,0,0,0,0,0,0,0,25,0,6,4,0,7,6,15,0,49,112,98,0,0,71,62,44,16,46,31,48
"ASV_332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,161,63,0,58,82
"ASV_333",0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,0,26,4,559,0,0,0,0,0,0,0,0,0
"ASV_334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,22,0,0,0,0,0,15,328,43,17,43,81,47
"ASV_335",0,0,0,0,0,0,0,0,0,0,0,0,21,10,104,124,94,121,0,0,0,0,0,141,0,0,0,10,0,0
"ASV_336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43,74,0,0,0,15,1,137,88,48,20,41,36,56
"ASV_337",0,0,0,0,0,0,0,103,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,16,13,124,88,0,0,86,70,174
"ASV_339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,108,40,85,94,106
"ASV_340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,20,37,111,31,157,0,0,0,16,0,0
"ASV_341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,52,36,121,122,153
"ASV_342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,247,158,29,59,44,63
"ASV_343",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,59,0,325,16,0,0,0,24,0,56,52,54
"ASV_344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,184,225,0,0,0,0,0,0,0,0,0,38,65,70
"ASV_345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,96,40,0,101,167,187
"ASV_346",78,0,0,2,22,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,62,47,48,107,84
"ASV_348",0,0,0,0,0,0,0,0,0,39,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_349",0,0,0,0,58,29,9,7,7,103,0,0,0,0,0,0,30,0,7,0,13,0,0,37,29,0,0,91,68,112
"ASV_350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,60,50,27,0,0,37,82,271,0,0,0,0,0,0
"ASV_351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,64,35,118,130,128
"ASV_352",0,0,0,24,27,0,0,0,0,108,75,20,0,0,0,41,33,22,0,0,0,0,0,69,32,17,0,26,54,49
"ASV_353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,10,0,0,0,78,40,442,0,0,0,0,0,0
"ASV_354",0,0,0,278,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_355",17,0,16,0,6,0,90,119,0,158,133,0,0,0,0,25,0,0,0,24,5,0,0,0,0,0,0,0,0,0
"ASV_356",0,0,0,27,0,0,0,0,0,156,317,73,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"ASV_357",0,0,0,0,77,0,0,32,8,175,199,21,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
"ASV_358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,324,42,36,26,23,27,45
"ASV_359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,104,45,16,118,145,143
"ASV_360",0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,277,0,0,0,0,0,0
"ASV_361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,124,79,0,82,116,142
"ASV_362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,30,25,136,118,115
"ASV_363",0,18,0,0,12,0,54,73,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_364",24,0,28,29,30,63,22,47,14,116,0,0,15,24,33,0,0,27,0,28,17,0,0,45,0,0,0,0,0,0
"ASV_365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,78,0,126,94,140
"ASV_366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,271,53,0,0,33,0,0,0,43,49,56
"ASV_367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,37,274,0,0,0,0,0,0
"ASV_368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,93,25,50,55,75
"ASV_369",158,0,216,0,37,77,0,0,0,0,0,0,0,12,8,0,0,35,0,0,14,0,0,0,0,0,0,0,0,0
"ASV_370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,91,46,66,75,101
"ASV_371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,150,241
"ASV_372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,157,72,44,204,0,0,0,0,0,0
"ASV_373",0,0,0,0,0,0,0,20,9,23,357,17,0,0,0,14,0,0,6,8,24,6,13,54,0,0,0,0,0,0
"ASV_374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,162,207
"ASV_375",172,0,50,0,52,61,0,0,0,0,0,0,35,73,31,26,14,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV_376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,172,236
"ASV_377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,147,239
"ASV_378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,206,177
"ASV_379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,69,23,123,99,128
"ASV_380",0,0,0,0,0,0,0,24,0,471,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,0,142,88,246
"ASV_382",0,0,14,28,58,28,0,0,0,81,0,0,14,0,0,32,56,0,28,0,0,13,0,177,0,0,0,0,0,8
